Property ID,Link,Address,Property Type,Sales,First Sale Type,First Sale Date,First Sale Price,Sales Count,Page Number
landsbygaden-30a-2630-taastrup-01694288_30a_______,/adresse/landsbygaden-30a-2630-taastrup-01694288_30a_______,Landsbygaden 30A,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Landsbygaden 30A2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20052021.0, ""Raw Price"": ""20-05-2021""}]",Foreclosure,Tvangsauktion,20052021.0,1,2
landsbygaden-30b-2630-taastrup-01694288_30b_______,/adresse/landsbygaden-30b-2630-taastrup-01694288_30b_______,Landsbygaden 30B,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Landsbygaden 30B2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20052021.0, ""Raw Price"": ""20-05-2021""}]",Foreclosure,Tvangsauktion,20052021.0,1,2
herstedvestervej-12-2620-albertslund-01650190__12_______,/adresse/herstedvestervej-12-2620-albertslund-01650190__12_______,Herstedvestervej 12,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Herstedvestervej 122620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25012021.0, ""Raw Price"": ""25-01-2021""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""11-04-2016"", ""Raw Sale Date"": ""11-04-2016"", ""Price"": 841132.0, ""Raw Price"": ""841.132""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""21-07-1998"", ""Raw Sale Date"": ""21-07-1998"", ""Price"": 1277000.0, ""Raw Price"": ""1.277.000""}]",Foreclosure,Tvangsauktion,25012021.0,3,2
vejlebrovej-95-3-49-2635-ishoej-01830850__95__3__49,/adresse/vejlebrovej-95-3-49-2635-ishoej-01830850__95__3__49,"Vejlebrovej 95, 3. 49.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 95, 3. 49.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20102020.0, ""Raw Price"": ""20-10-2020""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-10-2007"", ""Raw Sale Date"": ""01-10-2007"", ""Price"": 1320000.0, ""Raw Price"": ""1.320.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-10-2007"", ""Raw Sale Date"": ""01-10-2007"", ""Price"": 1320000.0, ""Raw Price"": ""1.320.000""}]",Foreclosure,Tvangsauktion,20102020.0,3,2
tranedalen-19-2635-ishoej-01830760__19_______,/adresse/tranedalen-19-2635-ishoej-01830760__19_______,Tranedalen 19,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tranedalen 192635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20102020.0, ""Raw Price"": ""20-10-2020""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-10-2007"", ""Raw Sale Date"": ""16-10-2007"", ""Price"": 2600000.0, ""Raw Price"": ""2.600.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-05-2005"", ""Raw Sale Date"": ""24-05-2005"", ""Price"": 2224504.0, ""Raw Price"": ""2.224.504""}]",Foreclosure,Tvangsauktion,20102020.0,3,2
bellevuekrogen-16-2930-klampenborg-01570043__16_______,/adresse/bellevuekrogen-16-2930-klampenborg-01570043__16_______,Bellevuekrogen 16,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bellevuekrogen 162930 Klampenborg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2092020.0, ""Raw Price"": ""02-09-2020""}]",Foreclosure,Tvangsauktion,2092020.0,1,2
aertemarken-119a-0-tv-2860-soeborg-01590981119a_st__tv,/adresse/aertemarken-119a-0-tv-2860-soeborg-01590981119a_st__tv,"Ærtemarken 119A, st. tv.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""\u00c6rtemarken 119A, st. tv.2860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5082020.0, ""Raw Price"": ""05-08-2020""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""25-06-2001"", ""Raw Sale Date"": ""25-06-2001"", ""Price"": 900000.0, ""Raw Price"": ""900.000""}]",Foreclosure,Tvangsauktion,5082020.0,2,2
aertemarken-119a-1-2860-soeborg-01590981119a__1____,/adresse/aertemarken-119a-1-2860-soeborg-01590981119a__1____,"Ærtemarken 119A, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""\u00c6rtemarken 119A, 1.2860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5082020.0, ""Raw Price"": ""05-08-2020""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""25-06-2001"", ""Raw Sale Date"": ""25-06-2001"", ""Price"": 900000.0, ""Raw Price"": ""900.000""}]",Foreclosure,Tvangsauktion,5082020.0,2,2
aertemarken-119a-0-th-2860-soeborg-01590981119a_st__th,/adresse/aertemarken-119a-0-th-2860-soeborg-01590981119a_st__th,"Ærtemarken 119A, st. th.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""\u00c6rtemarken 119A, st. th.2860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5082020.0, ""Raw Price"": ""05-08-2020""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""25-06-2001"", ""Raw Sale Date"": ""25-06-2001"", ""Price"": 900000.0, ""Raw Price"": ""900.000""}]",Foreclosure,Tvangsauktion,5082020.0,2,2
taastrup-have-38-1-mf-2630-taastrup-01698960__38__1__mf,/adresse/taastrup-have-38-1-mf-2630-taastrup-01698960__38__1__mf,"Taastrup Have 38, 1. mf.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Taastrup Have 38, 1. mf.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15062020.0, ""Raw Price"": ""15-06-2020""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""21-02-2017"", ""Raw Sale Date"": ""21-02-2017"", ""Price"": 860000.0, ""Raw Price"": ""860.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""28-05-2015"", ""Raw Sale Date"": ""28-05-2015"", ""Price"": 645000.0, ""Raw Price"": ""645.000""}]",Foreclosure,Tvangsauktion,15062020.0,3,3
nyhoejsvej-12-2630-taastrup-01695495__12_______,/adresse/nyhoejsvej-12-2630-taastrup-01695495__12_______,Nyhøjsvej 12,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Nyh\u00f8jsvej 122630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 28022020.0, ""Raw Price"": ""28-02-2020""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-01-1999"", ""Raw Sale Date"": ""11-01-1999"", ""Price"": 1309000.0, ""Raw Price"": ""1.309.000""}]",Foreclosure,Tvangsauktion,28022020.0,2,3
topperne-5-2-22-2620-albertslund-01650532___5__2__22,/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,"Topperne 5, 2. 22.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Topperne 5, 2. 22.2620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 13012020.0, ""Raw Price"": ""13-01-2020""}, {""Sale Type"": ""Other"", ""Raw Sale Type"": ""Andet"", ""Sale Date"": ""03-11-2007"", ""Raw Sale Date"": ""03-11-2007"", ""Price"": 621430.0, ""Raw Price"": ""621.430""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""27-09-2005"", ""Raw Sale Date"": ""27-09-2005"", ""Price"": 820000.0, ""Raw Price"": ""820.000""}]",Foreclosure,Tvangsauktion,13012020.0,3,3
christiansdal-4-2610-roedovre-01750122___4_______,/adresse/christiansdal-4-2610-roedovre-01750122___4_______,Christiansdal 4,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Christiansdal 42610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 29112019.0, ""Raw Price"": ""29-11-2019""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""03-12-2007"", ""Raw Sale Date"": ""03-12-2007"", ""Price"": 3100000.0, ""Raw Price"": ""3.100.000""}]",Foreclosure,Tvangsauktion,29112019.0,2,3
krarupvej-23-2610-roedovre-01750474__23_______,/adresse/krarupvej-23-2610-roedovre-01750474__23_______,Krarupvej 23,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Krarupvej 232610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 11102019.0, ""Raw Price"": ""11-10-2019""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-03-2016"", ""Raw Sale Date"": ""16-03-2016"", ""Price"": 1400000.0, ""Raw Price"": ""1.400.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""30-07-2007"", ""Raw Sale Date"": ""30-07-2007"", ""Price"": 2300000.0, ""Raw Price"": ""2.300.000""}]",Foreclosure,Tvangsauktion,11102019.0,3,3
leen-d-2-3-4-2630-taastrup-01694320___2__3___4,/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,"Leen D 2, 3. 4.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Leen D 2, 3. 4.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 24092019.0, ""Raw Price"": ""24-09-2019""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""03-11-2016"", ""Raw Sale Date"": ""03-11-2016"", ""Price"": 765000.0, ""Raw Price"": ""765.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""05-07-2010"", ""Raw Sale Date"": ""05-07-2010"", ""Price"": 605000.0, ""Raw Price"": ""605.000""}]",Foreclosure,Tvangsauktion,24092019.0,3,3
hedegraensen-40-2605-broendby-01530231__40_______,/adresse/hedegraensen-40-2605-broendby-01530231__40_______,Hedegrænsen 40,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hedegr\u00e6nsen 402605 Br\u00f8ndby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 6032019.0, ""Raw Price"": ""06-03-2019""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-07-2007"", ""Raw Sale Date"": ""16-07-2007"", ""Price"": 2450000.0, ""Raw Price"": ""2.450.000""}]",Foreclosure,Tvangsauktion,6032019.0,2,3
skovbrynet-61-2880-bagsvaerd-01590757__61_______,/adresse/skovbrynet-61-2880-bagsvaerd-01590757__61_______,Skovbrynet 61,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Skovbrynet 612880 Bagsv\u00e6rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18022019.0, ""Raw Price"": ""18-02-2019""}]",Foreclosure,Tvangsauktion,18022019.0,1,3
jernbane-alle-15b-2630-taastrup-01693546_15b_______,/adresse/jernbane-alle-15b-2630-taastrup-01693546_15b_______,Jernbane Alle 15B,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Jernbane Alle 15B2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 21012019.0, ""Raw Price"": ""21-01-2019""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""21-01-2019"", ""Raw Sale Date"": ""21-01-2019"", ""Price"": 2895000.0, ""Raw Price"": ""2.895.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-03-2015"", ""Raw Sale Date"": ""09-03-2015"", ""Price"": 2430000.0, ""Raw Price"": ""2.430.000""}]",Foreclosure,Tvangsauktion,21012019.0,3,3
fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,"Fuglegårdsvænget 90, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Fugleg\u00e5rdsv\u00e6nget 90, 1. th.2820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 19092018.0, ""Raw Price"": ""19-09-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""28-07-2005"", ""Raw Sale Date"": ""28-07-2005"", ""Price"": 1191697.0, ""Raw Price"": ""1.191.697""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-06-1999"", ""Raw Sale Date"": ""29-06-1999"", ""Price"": 575000.0, ""Raw Price"": ""575.000""}]",Foreclosure,Tvangsauktion,19092018.0,3,3
lilliendalsvej-18-2600-glostrup-01610298__18_______,/adresse/lilliendalsvej-18-2600-glostrup-01610298__18_______,Lilliendalsvej 18,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Lilliendalsvej 182600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 29082018.0, ""Raw Price"": ""29-08-2018""}]",Foreclosure,Tvangsauktion,29082018.0,1,3
saven-c-4-0-2-2630-taastrup-01696694___4_st___2,/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,"Saven C 4, st. 2.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Saven C 4, st. 2.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 31072018.0, ""Raw Price"": ""31-07-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-04-2007"", ""Raw Sale Date"": ""16-04-2007"", ""Price"": 685000.0, ""Raw Price"": ""685.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-07-2004"", ""Raw Sale Date"": ""04-07-2004"", ""Price"": 641551.0, ""Raw Price"": ""641.551""}]",Foreclosure,Tvangsauktion,31072018.0,3,3
hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,"Hovedvejen 60A, 1. tv.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hovedvejen 60A, 1. tv.2600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18072018.0, ""Raw Price"": ""18-07-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""03-07-2013"", ""Raw Sale Date"": ""03-07-2013"", ""Price"": 850000.0, ""Raw Price"": ""850.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""05-09-2000"", ""Raw Sale Date"": ""05-09-2000"", ""Price"": 529524.0, ""Raw Price"": ""529.524""}]",Foreclosure,Tvangsauktion,18072018.0,3,3
hoejsgaards-alle-37-2900-hellerup-01570386__37_______,/adresse/hoejsgaards-alle-37-2900-hellerup-01570386__37_______,Højsgårds Alle 37,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""H\u00f8jsg\u00e5rds Alle 372900 Hellerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 13062018.0, ""Raw Price"": ""13-06-2018""}]",Foreclosure,Tvangsauktion,13062018.0,1,3
agerlunden-34-2660-broendby-strand-01530002__34_______,/adresse/agerlunden-34-2660-broendby-strand-01530002__34_______,Agerlunden 34,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Agerlunden 342660 Br\u00f8ndby Strand"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 29052018.0, ""Raw Price"": ""29-05-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""19-08-2002"", ""Raw Sale Date"": ""19-08-2002"", ""Price"": 595000.0, ""Raw Price"": ""595.000""}]",Foreclosure,Tvangsauktion,29052018.0,2,3
fagerbo-57-2640-hedehusene-01691597__57_______,/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,Fagerbo 57,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Fagerbo 572640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 1052018.0, ""Raw Price"": ""01-05-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-09-2005"", ""Raw Sale Date"": ""15-09-2005"", ""Price"": 900000.0, ""Raw Price"": ""900.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-03-2005"", ""Raw Sale Date"": ""29-03-2005"", ""Price"": 1675000.0, ""Raw Price"": ""1.675.000""}]",Foreclosure,Tvangsauktion,1052018.0,3,3
bindesboellsvej-8-2920-charlottenlund-01570058___8_______,/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Bindesbøllsvej 8,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bindesb\u00f8llsvej 82920 Charlottenlund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18042018.0, ""Raw Price"": ""18-04-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-05-2007"", ""Raw Sale Date"": ""24-05-2007"", ""Price"": 15700000.0, ""Raw Price"": ""15.700.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""20-10-1995"", ""Raw Sale Date"": ""20-10-1995"", ""Price"": 4100000.0, ""Raw Price"": ""4.100.000""}]",Foreclosure,Tvangsauktion,18042018.0,3,3
frederiksdalsvej-194-1-2830-virum-01730229_194__1____,/adresse/frederiksdalsvej-194-1-2830-virum-01730229_194__1____,"Frederiksdalsvej 194, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Frederiksdalsvej 194, 1.2830 Virum"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 4042018.0, ""Raw Price"": ""04-04-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""28-08-2000"", ""Raw Sale Date"": ""28-08-2000"", ""Price"": 6000000.0, ""Raw Price"": ""6.000.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-05-2000"", ""Raw Sale Date"": ""15-05-2000"", ""Price"": 5803100.0, ""Raw Price"": ""5.803.100""}]",Foreclosure,Tvangsauktion,4042018.0,3,3
kallerupvej-35-2640-hedehusene-01693627__35_______,/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,Kallerupvej 35,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Kallerupvej 352640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 13022018.0, ""Raw Price"": ""13-02-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-06-2005"", ""Raw Sale Date"": ""29-06-2005"", ""Price"": 1475000.0, ""Raw Price"": ""1.475.000""}]",Foreclosure,Tvangsauktion,13022018.0,2,3
viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Viggo Rothes Vej 13,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Viggo Rothes Vej 132920 Charlottenlund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9012018.0, ""Raw Price"": ""09-01-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""08-02-2016"", ""Raw Sale Date"": ""08-02-2016"", ""Price"": 23000.0, ""Raw Price"": ""23.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""08-02-2016"", ""Raw Sale Date"": ""08-02-2016"", ""Price"": 23000.0, ""Raw Price"": ""23.000""}]",Foreclosure,Tvangsauktion,9012018.0,3,3
robinievej-60-2620-albertslund-01650387__60_______,/adresse/robinievej-60-2620-albertslund-01650387__60_______,Robinievej 60,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Robinievej 602620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9012018.0, ""Raw Price"": ""09-01-2018""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""21-02-2007"", ""Raw Sale Date"": ""21-02-2007"", ""Price"": 2595000.0, ""Raw Price"": ""2.595.000""}]",Foreclosure,Tvangsauktion,9012018.0,2,4
gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,"Gammelgårds Alle 27, 2. 26.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gammelg\u00e5rds Alle 27, 2. 26.2665 Vallensb\u00e6k Strand"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 6122017.0, ""Raw Price"": ""06-12-2017""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-01-2006"", ""Raw Sale Date"": ""24-01-2006"", ""Price"": 1650000.0, ""Raw Price"": ""1.650.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-02-1997"", ""Raw Sale Date"": ""18-02-1997"", ""Price"": 422800.0, ""Raw Price"": ""422.800""}]",Foreclosure,Tvangsauktion,6122017.0,3,4
birkevang-40-2640-hedehusene-01690430__40_______,/adresse/birkevang-40-2640-hedehusene-01690430__40_______,Birkevang 40,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Birkevang 402640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5122017.0, ""Raw Price"": ""05-12-2017""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-07-2007"", ""Raw Sale Date"": ""01-07-2007"", ""Price"": 2500000.0, ""Raw Price"": ""2.500.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""05-01-2004"", ""Raw Sale Date"": ""05-01-2004"", ""Price"": 1285000.0, ""Raw Price"": ""1.285.000""}]",Foreclosure,Tvangsauktion,5122017.0,3,4
batterivej-1-2860-soeborg-01590055___1_______,/adresse/batterivej-1-2860-soeborg-01590055___1_______,Batterivej 1,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Batterivej 12860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 10102017.0, ""Raw Price"": ""10-10-2017""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-03-2003"", ""Raw Sale Date"": ""29-03-2003"", ""Price"": 1524600.0, ""Raw Price"": ""1.524.600""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-10-1993"", ""Raw Sale Date"": ""18-10-1993"", ""Price"": 670000.0, ""Raw Price"": ""670.000""}]",Foreclosure,Tvangsauktion,10102017.0,3,4
froehaven-28-2630-taastrup-01691908__28_______,/adresse/froehaven-28-2630-taastrup-01691908__28_______,Frøhaven 28,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Fr\u00f8haven 282630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 17052017.0, ""Raw Price"": ""17-05-2017""}]",Foreclosure,Tvangsauktion,17052017.0,1,4
almeengen-3-2740-skovlunde-01510507___3_______,/adresse/almeengen-3-2740-skovlunde-01510507___3_______,Almeengen 3,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Almeengen 32740 Skovlunde"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16052017.0, ""Raw Price"": ""16-05-2017""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-11-2003"", ""Raw Sale Date"": ""15-11-2003"", ""Price"": 2200000.0, ""Raw Price"": ""2.200.000""}]",Foreclosure,Tvangsauktion,16052017.0,2,4
